"# NOTE: Recommendations are based on availability. Items marked ""Sold out"" may affect tier selections if they become available."
"# SOLD OUT items documented with ""IF AVAILABLE"" notes indicate potential tier changes when restocked."
category,product_name,brand,price,unit,size,certifications,packaging,nutrition,labels,notes,item_type,seasonality,selected_tier,selection_reason
fruit_berries,Organic Blueberries,Generic,$12.99,ea,18oz,USDA Organic,Plastic bag,,,Earliest delivery Sat Jan 24 - blueberries ,,,,
fruit_berries,Raspberries,Generic,$3.99,ea,6oz,None (conventional),Plastic bag,,,SALE 37% - buy 2 for $5,staple,year-round (imported winter),,Sale price but conventional
fruit_berries,Raspberries,Driscoll's,$3.99,ea,6oz,None (conventional),Plastic bag,,"Fsc, Fsc Mix, Green Dot, Fr:Fsc C139458",,staple,year-round (imported winter),,Conventional raspberry
fruit_berries,Blackberries,Driscoll's,$4.99,ea,6oz,None (conventional),Plastic bag,,Green Dot,,staple,year-round (imported winter),,Conventional blackberry
fruit_berries,Strawberries,Generic,$4.99,ea,16oz,None (conventional),Plastic bag,,,SALE 28% off - was $6.99 - ,,,,
fruit_berries,Local Strawberries,The Strawberry Farm,$9.99,ea,8oz,,Plastic bag,,,LOCAL but not organic - ,,,,
fruit_berries,Fresh Berry Medley,Generic,$5.99,ea,8oz,,Plastic bag,,,Mixed berries convenience,convenience,year-round,,Pre-mixed
fruit_berries,Organic Strawberries,Generic,$6.99,ea,16oz,USDA Organic,Plastic bag,,,Strawberries ,,,,
fruit_berries,Fresh Halved Strawberries,Generic,$6.99,ea,8oz,,Plastic bag,,,Pre-cut convenience - but conventional ,,,,
fruit_berries,Blueberries,Generic,$9.99,ea,18oz,None (conventional),Plastic bag,,,Blueberries ,,,,
fruit_berries,Sweet Selections Blackberries,Naturipe,$7.99,ea,10oz,,Plastic bag,,,Larger pack,staple,year-round (imported winter),,Bulk option
fruit_berries,Mini Koyo Berries,Oishii,$9.99,ea,4.2oz,,Plastic bag,,,Premium indoor-grown Japanese variety,specialty,year-round (vertical farm),,Premium specialty - only if user specifies
fruit_berries,The Koyo Berry,Oishii,$9.99,ea,4.2oz (8-11ct),,Plastic bag,,"No Gmos, Non Gmo Project",Premium indoor-grown - Earliest delivery Sat Jan 24,specialty,year-round (vertical farm),,Premium specialty - only if user specifies
fruit_berries,Fresh Pineapple & Jumbo Blueberry Medley,Generic,$5.99,ea,8oz,,Plastic bag,,,Mixed fruit - Earliest delivery Sat Jan 24,convenience,year-round,,Pre-mixed
fruit_berries,Cape Gooseberries,Generic,$5.99,ea,6oz,,Plastic bag,,,Earliest delivery Sat Jan 24 - specialty,specialty,year-round (imported),,Only if recipe/user specifies
fruit_berries,The Omakase Berry,Oishii,$14.99,ea,4.2oz (6-8ct),,Plastic bag,,"No Gmos, Non Gmo Project",ULTRA-PREMIUM indoor-grown - Earliest delivery Sat Jan 24,specialty,year-round (vertical farm),,Ultra-premium specialty - only if user specifies
fruit_berries,Jumbo Ultra-Premium Blueberries Case,Family Tree Farms,$113.89,cs,12ct 9.8oz ea,,Plastic bag,,,SALE 5% off - bulk,specialty,year-round,,Foodservice/bulk only
fruit_berries,Strawberries Case,Generic,$37.92,cs,8ct 16oz ea,,Plastic bag,,,SALE 5% off - bulk conventional - ,,,,
fruit_berries,Blackberries Case,Generic,$56.89,cs,12ct 6oz ea,,Plastic bag,,,SALE 5% off - bulk,specialty,year-round,,Foodservice/bulk only
fruit_berries,Limited Edition Sweetest Batch Blueberries,Driscoll's,Sold out,ea,,,Plastic bag,,,SOLD OUT - premium,staple,year-round,,Premium variety - sold out
fruit_berries,Organic Blackberries,Driscoll's,Sold out,ea,,USDA Organic,Plastic bag,"Calories: 43.1/100g, Protein: 1.39g, Carbs: 9.72g, Fat: 0.486g, Fiber: 5.56g","Organic, Usda Organic",SOLD OUT - organic blackberry,staple,year-round,,IF AVAILABLE - would be balanced tier (organic + Driscoll's brand safety) - CRITICAL AVAILABILITY GAP
fruit_berries,Strawberries,Driscoll's,Sold out,ea,16oz,,Plastic bag,"Calories: 45/100g, Protein: 1g, Carbs: 11g, Fiber: 3g","Vegetarian, Vegan",SOLD OUT - conventional,staple,year-round,,Sold out
fruit_berries,The Nikko Berry,Oishii,Sold out,ea,,,Plastic bag,,,SOLD OUT - ultra-premium,specialty,year-round,,Ultra-premium - sold out
fruit_berries,Raspberries Case,Generic,Sold out,cs,,,Plastic bag,,,SOLD OUT - bulk,specialty,year-round,,Bulk - sold out
fruit_berries,Berry Bundle with Blackberries,Generic,Sold out,ea,,,Plastic bag,,,SOLD OUT - bundle,convenience,year-round,,Bundle - sold out
fruit_berries,Blueberries Case,Generic,Sold out,cs,,,Plastic bag,,,SOLD OUT - bulk,specialty,year-round,,Bulk - sold out
produce_tomatoes,Tomatoes on the Vine,Generic,$2.99,lb (min 3),,None (conventional),Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",Tomatoes NOT on Dirty Dozen or Clean Fifteen (middle category),staple,year-round (greenhouse/imported),cheaper,Lowest cost - conventional OK (middle category)
produce_tomatoes,Organic Tomatoes on the Vine,Generic,$4.49,lb (min 3),,USDA Organic,Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",,staple,year-round (greenhouse/imported),balanced,Organic option at moderate price - 50% premium over conventional
produce_tomatoes,Organic Grape Tomatoes,Generic,$4.99,ea,12oz,USDA Organic,Clear plastic clamshell (recyclable #1 PET),,"Naturally Gluten-Free, Vegan",,staple,year-round (greenhouse/imported),,Organic snacking tomato
produce_tomatoes,Beefsteak Tomatoes Large,Generic,$2.49,lb (min 2),,None (conventional),Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",Large slicing tomato,staple,year-round (greenhouse/imported),,Budget slicing tomato
produce_tomatoes,Organic Mixed Cherry Tomatoes,Long Wind Farms,$6.99,ea,12oz,USDA Organic,Clear plastic clamshell (recyclable #1 PET),,"Naturally Gluten-Free, Vegan",SALE 12% off (was $7.99) - farm brand,staple,year-round,conscious,Farm-branded organic + heirloom variety mix + on sale
produce_tomatoes,Grape Tomatoes,Generic,$3.49,ea,10oz,None (conventional),Clear plastic clamshell (recyclable #1 PET),,"Naturally Gluten-Free, Vegan",,staple,year-round (greenhouse/imported),,Conventional snacking tomato
produce_tomatoes,Plum Tomatoes,Generic,$3.99,ea,1lb bag,None (conventional),Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",Roma-style for sauce/cooking,staple,year-round,,Cooking tomato
produce_tomatoes,Honey Bombs Golden Sweet Tomatoes,Sunset Grown,$5.99,ea,12oz,,Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",EXCELLENT noted - premium greenhouse brand,specialty_promotable,year-round (greenhouse),,Promote if: user history OR recipe OR premium taste preference (EXCELLENT rating)
produce_tomatoes,Angel Sweet Grape Tomatoes 32oz,Sunset Grown,$9.99,ea,32oz,,Clear plastic clamshell (recyclable #1 PET),,"Naturally Gluten-Free, Vegan",Bulk premium grape tomatoes,staple,year-round (greenhouse),,Bulk option - premium brand
produce_tomatoes,Organic Beefsteak Tomatoes,Long Wind Farms,$6.99,lb,,USDA Organic,Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",Farm-branded organic,staple,year-round,,Premium organic slicing tomato
produce_tomatoes,Campari Tomatoes,Sunset Grown,$4.99,ea,16oz,,Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",Earliest delivery Sun Jan 25 - cocktail tomato,staple,year-round (greenhouse),,Popular cocktail/snacking size
produce_tomatoes,Lolli Bombs Tomatoes,Sunset Grown,$5.99,ea,12oz,,Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",Premium variety,specialty,year-round (greenhouse),,Only if recipe/user specifies - premium
produce_tomatoes,Kumato Tomatoes,Sunset Grown,$3.99,ea,9oz (3ct),,Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",Brown/green variety - unique flavor,specialty,year-round (greenhouse),,Only if recipe/user specifies - unique variety
produce_tomatoes,Organic Roma Tomatoes,Generic,$4.99,ea,1lb,USDA Organic,Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",Sauce/cooking tomato - organic,staple,year-round,,Organic cooking tomato
produce_tomatoes,Angel Sweet Grape Tomatoes 12oz,Sunset Grown,$3.99,ea,12oz,,Clear plastic clamshell (recyclable #1 PET),,"Naturally Gluten-Free, Vegan",Premium grape - smaller pack,staple,year-round (greenhouse),,Premium snacking size
produce_tomatoes,Organic Red Beefsteak Tomato,Generic,$4.49,lb (min 2),,USDA Organic,Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",It's Back - seasonal return,staple,year-round,,Organic slicing - returned to stock
produce_tomatoes,Plum Tomato Large,Generic,$1.99,lb (min 2),,None (conventional),Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",CHEAPEST tomato option,staple,year-round,,Budget cooking tomato
produce_tomatoes,Tomatillos Pack,Generic,$3.49,ea,8oz,,Loose bulk in produce bag,,,Mexican cuisine - salsa verde,specialty,year-round (imported Mexico),,Only if recipe specifies - Latin cuisine
produce_tomatoes,Bahama Bombs,Sunset Grown,$5.99,ea,12oz,,Loose bulk in produce bag,,,Earliest delivery Sun Jan 25 - premium,specialty,year-round (greenhouse),,Only if recipe/user specifies - premium
produce_tomatoes,Fair Trade Organic Mixed Heirloom Tomatoes,Generic,$6.99,lb,,USDA Organic + Fair Trade,Loose bulk in produce bag,,"Fair Trade Certified, Naturally Gluten-Free, Vegan",Dual certification - heirloom varieties,specialty_promotable,summer-fall (peak) year-round (greenhouse),,Promote if: user history OR recipe OR conscious tier (Fair Trade + Organic + heirloom)
produce_tomatoes,Bombs Squad,Sunset Grown,$5.99,ea,12oz,,Loose bulk in produce bag,,,Mixed premium variety pack,specialty,year-round (greenhouse),,Only if recipe/user specifies - premium mix
produce_tomatoes,Organic Mixed Cherry Tomatoes,Lady Moon Farms,$5.99,ea,16oz,USDA Organic,Clear plastic clamshell (recyclable #1 PET),,"Naturally Gluten-Free, Vegan",Earliest delivery Tue Jan 27 - farm brand,staple,year-round,,Farm-branded organic - good value per oz
produce_tomatoes,Wild Wonders Tomatoes,Sunset Grown,Sold out,ea,,,Loose bulk in produce bag,,"Naturally Gluten-Free, Vegan",SOLD OUT - premium variety mix,specialty,year-round (greenhouse),,Premium mix - IF AVAILABLE would be specialty_promotable
produce_peppers,Red Greenhouse Bell Pepper,Generic,$3.49,lb,,None (conventional),Plastic bag,,,Bell peppers ,,,,
produce_peppers,Rainbow Pepper Pack,Generic,$4.99,ea,1.3lb (3ct),None (conventional),Plastic bag,,,SALE 16% off (was $5.99) - mixed colors,staple,year-round (greenhouse),,Sale but conventional - Dirty Dozen 
produce_peppers,Green Bell Pepper,Generic,$2.99,lb,,None (conventional),Plastic bag,,,Cheapest bell pepper - Dirty Dozen ,,,,
produce_peppers,Organic Red Greenhouse Bell Pepper,Generic,$5.49,lb,,USDA Organic,Plastic bag,,,Bell peppers ,,,,
produce_peppers,Organic Rainbow Pepper Pack,Generic,$8.19,ea,1.3lb (3ct),USDA Organic,Plastic bag,,,Organic mixed colors - Dirty Dozen compliant,staple,year-round (greenhouse),conscious,Organic + variety pack (red/yellow/orange) - full color range
produce_peppers,Jalapeño Pepper,Generic,$0.49,ea (min 4),1oz,None (conventional),Plastic bag,,,Hot peppers also ,,,,
produce_peppers,Mini Sweet Mixed Peppers,Generic,$3.99,ea,1lb,None (conventional),Plastic bag,,,Snacking peppers - conventional,staple,year-round (greenhouse),,Convenient snacking size
produce_peppers,Organic Sweet Mini Bell Peppers,Generic,$5.49,ea,8oz,USDA Organic,Plastic bag,,,Organic snacking peppers - Dirty Dozen compliant,staple,year-round (greenhouse),,Organic snacking option
produce_peppers,Organic Orange Greenhouse Bell Pepper,Generic,$5.49,lb,,USDA Organic,Plastic bag,,,Bell peppers ,,,,
produce_peppers,Orange Greenhouse Bell Pepper,Generic,$3.49,lb,,None (conventional),Plastic bag,,,Bell peppers ,,,,
produce_peppers,Organic Yellow Greenhouse Bell Pepper,Generic,$5.49,lb,,USDA Organic,Plastic bag,,,Bell peppers ,,,,
produce_peppers,Yellow Greenhouse Bell Pepper,Generic,$3.49,lb,,None (conventional),Plastic bag,,,Bell peppers ,,,,
produce_peppers,Serrano Peppers,Generic,$0.99,ea,0.25lb (3-4ct),None (conventional),Plastic bag,,,Hot pepper - Mexican cuisine,specialty,year-round,,Only if recipe specifies - hotter than jalapeño
produce_peppers,Green Shishito Peppers,Ark Foods,$4.99,ea,8oz,,Plastic bag,,,Save 20% - buy 2 for $8 - Japanese mild pepper,specialty_promotable,summer-fall (peak) year-round (greenhouse),,Promote if: user history OR recipe OR Asian cuisine preference (branded + mild roasting pepper)
produce_peppers,Poblano Pepper,Generic,$4.99,lb (min 2),,None (conventional),Plastic bag,,,Mild Mexican pepper - stuffing/roasting,specialty,year-round,,Only if recipe specifies - chiles rellenos
produce_peppers,Organic Green Bell Pepper,Generic,$2.99,lb,,USDA Organic,Plastic bag,,,SAME PRICE as conventional! Unusual,staple,year-round (greenhouse),,Organic at conventional price - EXCELLENT VALUE
produce_peppers,Thai Peppers Packaged,Generic,$1.99,ea,2oz,,Plastic bag,,,Very hot - Asian cuisine,specialty,year-round,,Only if recipe specifies - Southeast Asian
produce_peppers,Habanero Peppers,Generic,$4.99,ea,0.25lb (12ct),,Plastic bag,,,Very hot peppers,specialty,year-round,,Only if recipe specifies - extreme heat
produce_peppers,Organic Green Bell Peppers,Generic,Sold out,lb,,USDA Organic,Plastic bag,,,SOLD OUT - organic green bell,staple,year-round (greenhouse),,IF AVAILABLE - organic green at $2.99 is best value (same as conventional)
produce_squash,Organic Green Zucchini,Generic,$2.99,lb (min 2),,USDA Organic,Plastic bag,,,Squash/zucchini NOT on Dirty Dozen or Clean Fifteen (middle),staple,year-round (greenhouse),balanced,Organic at moderate price - middle category so organic optional but preferred
produce_squash,Green Zucchini,Generic,$1.99,lb (min 2),,None (conventional),Plastic bag,,,Summer squash - middle category,staple,year-round (greenhouse),cheaper,Lowest cost zucchini - conventional OK for middle category
produce_squash,Organic Butternut Squash Chunks,Generic,$4.99,ea,16oz,USDA Organic,Plastic bag,,,SALE 16% off (was $5.99) - Earliest delivery Sat Jan 24,convenience,fall-winter (Sep-Mar) - PEAK NOW,,Pre-cut convenience - on sale
produce_squash,Peeled Butternut Squash,Generic,$2.99,ea,16oz,None (conventional),Plastic bag,,,SALE 25% off (was $3.99) - pre-peeled,convenience,fall-winter (Sep-Mar) - PEAK NOW,,Pre-peeled convenience - good sale
produce_squash,Yellow Zucchini,Generic,$2.29,lb (min 2),,None (conventional),Plastic bag,,,Yellow summer squash,staple,year-round (greenhouse),,Color variety
produce_squash,Organic Delicata Squash,Generic,$2.49,lb,,USDA Organic,Plastic bag,,,Sweet potato flavor - edible skin,staple,fall-winter (Sep-Dec) - PEAK NOW,,Winter squash variety
produce_squash,Butternut Squash,Generic,$1.49,lb,,None (conventional),Plastic bag,,,EXCELLENT noted - versatile winter squash,staple,fall-winter (Sep-Mar) - PEAK NOW,,Budget winter squash - EXCELLENT rating
produce_squash,Local Organic Butternut Squash,Lancaster Farm Fresh Cooperative,$2.49,lb,,USDA Organic + Local,Plastic bag,,,Local cooperative organic,staple,fall-winter (Sep-Mar) - PEAK NOW,conscious,Local cooperative + organic + IN SEASON - best conscious choice
produce_squash,Organic Kabocha Squash,Generic,$2.49,lb,,USDA Organic,Plastic bag,,,Japanese pumpkin - sweet dense flesh,specialty,fall-winter (Sep-Jan) - PEAK NOW,,Promote in season if: user history OR recipe OR Asian cuisine
produce_squash,Organic Green Zucchini Noodles,Generic,$9.99,ea,16oz,USDA Organic,Plastic bag,,,Spiralized convenience product,convenience,year-round,,Pre-spiralized - premium convenience
produce_squash,Spaghetti Squash,Generic,$1.99,lb,,None (conventional),Plastic bag,,,Natural noodle substitute,staple,fall-winter (Sep-Mar) - PEAK NOW,,Low-carb alternative - in season
produce_squash,Long Island Delicata Squash,Generic,$2.49,lb,,,Plastic bag,,,Regional Long Island variety,staple,fall-winter (Sep-Dec) - PEAK NOW,,Regional variety - same price as organic
produce_squash,Primavera Zucchini Noodles,Generic,$7.49,ea,1lb,,Plastic bag,,,Save 20% - Any 2 for $12 - Earliest delivery Sat Jan 24,convenience,year-round,,Pre-spiralized mixed convenience
produce_squash,Baby Zucchini,Urban Roots,$3.99,ea,8oz,,Plastic bag,,"No Gmos, Non Gmo Project",Earliest delivery Sun Jan 25 - tender baby size,specialty,year-round (greenhouse),,Only if recipe specifies - gourmet presentation
produce_squash,Organic Butternut Squash,Generic,$2.49,lb,,USDA Organic,Plastic bag,,,EXCELLENT noted - whole organic butternut,staple,fall-winter (Sep-Mar) - PEAK NOW,,EXCELLENT rating + organic + in season
produce_squash,Fresh Green and Yellow Zoodles,Generic,$7.49,ea,16oz,,Plastic bag,,,Save 20% - Any 2 for $12 - Earliest delivery Sat Jan 24,convenience,year-round,,Pre-spiralized mixed convenience
produce_squash,Butternut Squash Noodles,Generic,$7.49,ea,16oz,,Plastic bag,,,Save 20% - Any 2 for $12,convenience,fall-winter (Sep-Mar),,Pre-spiralized butternut convenience
produce_squash,Acorn Squash,Generic,$0.99,lb,,None (conventional),Plastic bag,,,CHEAPEST squash - classic winter variety,staple,fall-winter (Sep-Mar) - PEAK NOW,,Budget winter squash option
produce_squash,Organic Stripetti Squash,Lancaster Farm Fresh Cooperative,$2.49,lb,,USDA Organic + Local,Plastic bag,,,Hybrid spaghetti/delicata - local cooperative,specialty_promotable,fall-winter (Sep-Jan) - PEAK NOW,,Promote NOW: in season + local + organic + unique variety (natural noodle squash)
produce_squash,Organic Carnival Squash,Generic,$1.99,lb,,USDA Organic,Plastic bag,,,Colorful decorative/eating squash,specialty,fall-winter (Sep-Dec) - PEAK NOW,,Decorative variety - promote in season
produce_squash,Butternut Squash Halves,Generic,$1.49,lb,ea,None (conventional),Plastic bag,,,SALE 25% off (was $1.99) - pre-halved,convenience,fall-winter (Sep-Mar) - PEAK NOW,,Pre-cut convenience - same price as whole
produce_squash,Organic Spaghetti Squash,Generic,Sold out,lb,,USDA Organic,Plastic bag,,,SOLD OUT - organic spaghetti squash,staple,fall-winter (Sep-Mar) - PEAK NOW,,IF AVAILABLE - would be balanced tier (organic low-carb alternative)
produce_squash,Local Organic Acorn Squash,Lancaster Farm Fresh Cooperative,Sold out,lb,,USDA Organic + Local,Plastic bag,,,SOLD OUT - local organic acorn,staple,fall-winter (Sep-Mar) - PEAK NOW,,IF AVAILABLE - would be conscious tier (local + organic + budget at $0.99 conventional baseline)
produce_squash,Organic Yellow Squash,Generic,Sold out,lb,,USDA Organic,Plastic bag,,,SOLD OUT - organic yellow zucchini,staple,year-round (greenhouse),,IF AVAILABLE - organic yellow summer squash option
milk_whole,Whole Milk Plastic Bottle 1/2gal,Just FreshDirect,$2.99,ea,1/2 gallon,,Plastic bottle (HDPE #2 recyclable),,,USER HISTORY: whole milk bought consistently - $0.05/fl oz,staple,year-round,cheaper,Lowest cost whole milk - matches user history preference
milk_whole,Local Organic Whole Milk Carton,Just FreshDirect,$4.89,ea,1/2 gallon,USDA Organic + Local,Gable-top carton (paper/plastic laminate),,,$0.08/fl oz - local organic,staple,year-round,balanced,Local organic whole milk - matches user history + organic upgrade
milk_whole,Whole Milk Plastic Bottle 1gal,Just FreshDirect,$4.99,ea,1 gallon,,Plastic bottle (HDPE #2 recyclable),,,$0.04/fl oz - best value per oz,staple,year-round,,Best $/oz for conventional whole milk
milk_whole,Ultra-Pasteurized Whole Milk Carton,Organic Valley,$5.99,ea,1/2 gallon,USDA Organic,Gable-top carton (paper/plastic laminate),,,$0.09/fl oz - national organic brand,staple,year-round,,National organic brand option
milk_whole,Grassmilk Whole Milk Ultra-Pasteurized Carton,Organic Valley,$7.39,ea,59fl oz,USDA Organic + Grass-fed,Gable-top carton (paper/plastic laminate),,Grass-Fed,$0.13/fl oz - grass-fed premium,staple,year-round,conscious,Grass-fed organic - highest welfare + nutrition standards
milk_whole,Growing Years Whole Milk Carton,Horizon Organic,$8.99,ea,59fl oz,USDA Organic,Gable-top carton (paper/plastic laminate),,,$0.15/fl oz - fortified for children,specialty,year-round,,Only if children in household
milk_whole,Grassfed Whole Milk Carton,Horizon Organic,$8.99,ea,59fl oz,USDA Organic + Grass-fed,Gable-top carton (paper/plastic laminate),,Grass-Fed,$0.15/fl oz - grass-fed organic,staple,year-round,,Premium grass-fed option
milk_whole,A2/A2 Organic 4% Whole Milk Carton,Alexandre,$8.49,ea,59fl oz,USDA Organic + A2,Gable-top carton (paper/plastic laminate),,,$0.14/fl oz - A2 protein + organic,specialty_promotable,year-round,,Promote if: digestive sensitivity OR health-conscious (A2 protein easier to digest)
milk_whole,Whole Milk Carton,a2 Milk,$6.49,ea,59fl oz,A2 protein,Gable-top carton (paper/plastic laminate),,,$0.11/fl oz - A2 protein (not organic),specialty,year-round,,A2 protein for digestive sensitivity - not organic
milk_whole,100% Grass-Fed A2 Organic Whole Milk Plastic Bottle,Family Farmstead,$5.49,ea,32fl oz,USDA Organic + Grass-fed + A2,Plastic bottle (HDPE #2 recyclable),,Grass-Fed,$0.17/fl oz - triple premium (small size),specialty,year-round,,Premium small-format option
milk_whole,All Natural Creamline Milk Plastic Bottle,Ronnybrook,$5.49,ea,1/2 gallon,None (natural),Plastic bottle (HDPE #2 recyclable),,,$0.09/fl oz - non-homogenized cream-top,specialty_promotable,year-round,,Promote if: user history OR artisan preference (Hudson Valley farm + cream-top)
milk_whole,Family First Whole Milk with DHA Omega-3 Carton,Organic Valley,$6.79,ea,1/2 gallon,USDA Organic + DHA,Gable-top carton (paper/plastic laminate),,,$0.11/fl oz - fortified organic,specialty,year-round,,Only if DHA supplementation needed
milk_whole,Organic Whole Milk Carton,Farmland,$7.99,ea,1/2 gallon,USDA Organic,Gable-top carton (paper/plastic laminate),,,$0.12/fl oz,staple,year-round,,Alternative organic brand
milk_whole,100% Lactose-Free Whole Milk Carton,Lactaid,$5.99,ea,1/2 gallon,Lactose-free,Gable-top carton (paper/plastic laminate),,,$0.09/fl oz - lactose-free,specialty,year-round,,Only if lactose intolerant
milk_whole,Lactose Free Whole Milk Carton,Organic Valley,$6.29,ea,1/2 gallon,USDA Organic + Lactose-free,Gable-top carton (paper/plastic laminate),,,$0.10/fl oz - organic lactose-free,specialty,year-round,,Lactose intolerant + organic preference
milk_whole,Grade A Whole Goat Milk Ultra-Pasteurized Carton,Meyenberg,$9.99,ea,1 quart,,Gable-top carton (paper/plastic laminate),,,$0.31/fl oz - goat milk alternative,specialty,year-round,,Only if goat milk preference/need
milk_whole,100% Goat Milk Plastic Bottle,Oak Knoll Dairy,$8.49,ea,1 quart,,Plastic bottle (HDPE #2 recyclable),,,$0.27/fl oz - local goat milk,specialty,year-round,,Local goat milk option
milk_whole,Whole Milk Plastic Bottle 96oz,Lactaid,$6.49,ea,96fl oz,Lactose-free,Plastic bottle (HDPE #2 recyclable),,,$0.07/fl oz - bulk lactose-free,specialty,year-round,,Bulk lactose-free option
milk_whole,Organic Whole Milk Cartons Case,Just FreshDirect,$27.87,cs,6ct 1/2gal ea,USDA Organic,Gable-top carton (paper/plastic laminate),,,SALE 5% off - $0.07/fl oz bulk,staple,year-round,,Bulk organic - good value
milk_whole,Grassmilk Whole Milk Cartons Case,Organic Valley,$42.12,cs,6ct 59oz ea,USDA Organic + Grass-fed,Gable-top carton (paper/plastic laminate),,Grass-Fed,SALE 5% off - $0.12/fl oz bulk,staple,year-round,,Bulk grass-fed organic
milk_whole,Whole Milk Plastic Bottles Case,Just FreshDirect,$18.96,cs,4ct 1gal ea,,Plastic bottle (HDPE #2 recyclable),,,SALE 5% off - $0.04/fl oz BEST bulk value,staple,year-round,,BEST bulk value - conventional
milk_whole,All Natural Creamline Milk Plastic Bottles Case,Ronnybrook,$31.29,cs,6ct 1/2gal ea,None (natural),Plastic bottle (HDPE #2 recyclable),,,SALE 5% off - $0.08/fl oz bulk artisan,specialty,year-round,,Bulk artisan creamline
milk_whole,Whole Milk Cartons Case,Just FreshDirect,$25.56,cs,9ct 1/2gal ea,,Gable-top carton (paper/plastic laminate),,,SALE 5% off - $0.04/fl oz bulk,staple,year-round,,Bulk conventional - good value
milk_whole,Grassfed Whole Milk Cartons Case,Horizon Organic,$51.24,cs,6ct 64oz ea,USDA Organic + Grass-fed,Gable-top carton (paper/plastic laminate),,Grass-Fed,SALE 5% off - $0.13/fl oz bulk,staple,year-round,,Bulk grass-fed organic
milk_whole,Family First Whole Milk with DHA Cartons Case,Organic Valley,$38.70,cs,6ct 64oz ea,USDA Organic + DHA,Gable-top carton (paper/plastic laminate),,,SALE 5% off - $0.10/fl oz bulk,specialty,year-round,,Bulk DHA-fortified organic
milk_whole,Whole Milk Plastic Bottle,Tuscan Dairy Farms,Sold out,ea,,,Plastic bottle (HDPE #2 recyclable),,,SOLD OUT - regional conventional,staple,year-round,,IF AVAILABLE - regional conventional option
milk_whole,Ultra-Pasteurized Whole Milk Carton,Organic Valley,Sold out,ea,1/2 gallon,USDA Organic,Gable-top carton (paper/plastic laminate),,,SOLD OUT - single unit,staple,year-round,,IF AVAILABLE - preferred single-unit organic
milk_whole,Whole Milk Carton,Horizon Organic,Sold out,ea,,USDA Organic,Gable-top carton (paper/plastic laminate),,,SOLD OUT - national organic,staple,year-round,,IF AVAILABLE - would compete for balanced tier
milk_whole,100% Grass-Fed A2 Organic Whole Milk Plastic Bottle 1/2gal,Family Farmstead,Sold out,ea,1/2 gallon,USDA Organic + Grass-fed + A2,Plastic bottle (HDPE #2 recyclable),,Grass-Fed,SOLD OUT - larger A2 size,specialty,year-round,,IF AVAILABLE - better value A2 option
milk_whole,Lactose Free Ultra-Filtered Whole Milk Plastic Bottle,Fairlife,Sold out,ea,,Lactose-free + Ultra-filtered,Plastic bottle (HDPE #2 recyclable),,,SOLD OUT - ultra-filtered,specialty,year-round,,IF AVAILABLE - premium lactose-free
milk_whole,Whole Milk with DHA Omega-3 and Vitamin D Carton,Horizon Organic,Sold out,ea,,USDA Organic + DHA,Gable-top carton (paper/plastic laminate),,,SOLD OUT - fortified organic,specialty,year-round,,IF AVAILABLE - DHA-fortified option
milk_whole,Whole Milk Cartons Case,Horizon Organic,Sold out,cs,,USDA Organic,Gable-top carton (paper/plastic laminate),,,SOLD OUT - bulk organic,staple,year-round,,IF AVAILABLE - bulk national organic
milk_whole,Ultra-Pasteurized Whole Milk Cartons Case,Organic Valley,Sold out,cs,,USDA Organic,Gable-top carton (paper/plastic laminate),,,SOLD OUT - bulk organic,staple,year-round,,IF AVAILABLE - bulk organic option
spices,Dried Edible Rose Petals,Pure Indian Foods,5.99,ea,1oz,USDA Organic,Glass jar with plastic cap,,,SOLD OUT,specialty,,Premium Specialty,Authentic Indian specialty ingredient
spices,Royal Garnish Blend,Pure Indian Foods,7.99,ea,35g,USDA Organic,Opaque white plastic bag,,,New - 1 Review,specialty,,Premium Specialty,Authentic Indian specialty blend
spices,Organic Red Chili Pepper Flakes,Pure Indian Foods,4.99,ea,2oz,USDA Organic,Glass jar with plastic cap,,,New - 1 Review,staple,,Premium Specialty,High quality organic spice
spices,Ayurvedic Six Tastes Churna,Pure Indian Foods,7.99,ea,2.2oz,USDA Organic,Glass jar with plastic cap,,,New - 3 Reviews,specialty,,Premium Specialty,Ayurvedic spice blend
spices,Green Chili Powder (Serrano),Pure Indian Foods,4.99,ea,1.9oz,USDA Organic,Glass jar with plastic cap,,,New - 1 Review,specialty,,Premium Specialty,Specialty chili powder
spices,Ghost Pepper (Smoked Bhut Jolokia) Whole Peppers,Pure Indian Foods,8.99,ea,1.4oz,None (conventional),Glass jar with plastic cap,,,,specialty,,Premium Specialty,Super hot pepper
